Velocidade do Vento (m/s),Densidade de Probabilidade,Horário
5.973066052949359,0.0981646370620055,15:00
6.163524083289328,0.10122853414227405,15:00
6.353982113629297,0.10407128999877709,15:00
6.5444401439692665,0.10667395601245618,15:00
6.734898174309236,0.10901890190916752,15:00
6.925356204649205,0.11109001012939264,15:00
7.115814234989174,0.1128728605804466,15:00
7.306272265329143,0.11435490271673891,15:00
7.496730295669113,0.11552561195153646,15:00
7.687188326009082,0.1163766275227589,15:00
7.877646356349051,0.11690186911687256,15:00
8.06810438668902,0.1170976297987222,15:00
8.258562417028989,0.11696264309934272,15:00
8.449020447368959,0.11649812247494806,15:00
8.639478477708927,0.1157077717632613,15:00
8.829936508048897,0.1145977657213368,15:00
9.020394538388866,0.1131767002236982,15:00
9.210852568728836,0.11145551222123161,15:00
9.401310599068804,0.10944737009888428,15:00
9.591768629408772,0.10716753561193125,15:00
9.782226659748742,0.10463319911383136,15:00
9.97268469008871,0.10186329030063412,15:00
10.16314272042868,0.09887826717471021,15:00
10.35360075076865,0.09569988636187311,15:00
10.54405878110862,0.09235095828919683,15:00
10.734516811448588,0.08885509103565092,15:00
10.924974841788558,0.08523642689529992,15:00
11.115432872128526,0.08151937583633331,15:00
11.305890902468496,0.07772835009385276,15:00
11.496348932808464,0.07388750409774868,15:00
11.686806963148435,0.07002048380922427,15:00
11.877264993488403,0.06615018932320087,15:00
12.067723023828373,0.06229855429407613,15:00
12.258181054168341,0.05848634536661304,15:00
12.448639084508311,0.05473298435177735,15:00
12.63909711484828,0.051056395390681866,15:00
12.829555145188248,0.047472878811517974,15:00
13.020013175528218,0.043997012818686336,15:00
13.210471205868187,0.040641583575145475,15:00
13.400929236208157,0.03741754366336253,15:00
13.591387266548125,0.034333998351942285,15:00
13.781845296888095,0.031398218568037144,15:00
13.972303327228063,0.028615678992797343,15:00
14.162761357568034,0.02599011926959547,15:00
14.353219387908002,0.023523625951805432,15:00
14.543677418247972,0.021216732525589303,15:00
14.73413544858794,0.01906853462814271,15:00
14.92459347892791,0.017076817445412767,15:00
15.115051509267879,0.015238192215246945,15:00
15.305509539607849,0.013548238779723188,15:00
15.495967569947817,0.012001651219371131,15:00
15.686425600287787,0.010592383755527615,15:00
15.876883630627756,0.009313794317003413,15:00
16.067341660967724,0.008158783424157743,15:00
16.257799691307696,0.007119926337131416,15:00
16.448257721647664,0.00618959673467446,15:00
16.638715751987633,0.005360080524964315,15:00
16.8291737823276,0.004623678729608575,15:00
17.01963181266757,0.003972798716871758,15:00
17.21008984300754,0.003400033381216943,15:00
17.40054787334751,0.002898228165835033,15:00
17.591005903687478,0.0024605360966202454,15:00
17.781463934027446,0.002080461235161643,15:00
17.971921964367418,0.001751891161368474,15:00
18.162379994707386,0.0014691192614186665,15:00
18.352838025047355,0.0012268577232956584,15:00
18.543296055387323,0.001020242231019553,15:00
18.73375408572729,0.0008448294016593933,15:00
18.924212116067263,0.0006965880291425849,15:00
19.11467014640723,0.0005718851892897813,15:00
19.3051281767472,0.00046746822545230425,15:00
0.4676416062820979,0.00190539796238686,21:00
0.6482349301885071,0.0026580195861775477,21:00
0.8288282540949162,0.00354992628902936,21:00
1.0094215780013254,0.004584638445055323,21:00
1.1900149019077346,0.005765026869794336,21:00
1.3706082258141437,0.0070933381931550035,21:00
1.551201549720553,0.008571199635808349,21:00
1.731794873626962,0.010199609879126654,21:00
1.9123881975333712,0.011978920343850953,21:00
2.0929815214397807,0.013908809857286908,21:00
2.2735748453461895,0.015988254904615452,21:00
2.4541681692525987,0.01821549718461539,21:00
2.634761493159008,0.020588009895670514,21:00
2.8153548170654172,0.023102463992871913,21:00
2.995948140971826,0.02575469553939955,21:00
3.1765414648782353,0.028539675199448472,21:00
3.3571347887846446,0.03145148086925312,21:00
3.537728112691054,0.03448327440621086,21:00
3.718321436597463,0.03762728338598631,21:00
3.898914760503872,0.04087478878816965,21:00
4.079508084410281,0.044216119478312284,21:00
4.26010140831669,0.047640654314672404,21:00
4.4406947322231,0.051136832659151484,21:00
4.621288056129509,0.05469217401161643,21:00
4.801881380035918,0.05829330741345707,21:00
4.982474703942327,0.06192601117862154,21:00
5.163068027848737,0.06557526340769752,21:00
5.343661351755145,0.06922530362247067,21:00
5.524254675661554,0.07285970572481693,21:00
5.7048479995679635,0.0764614623352336,21:00
5.885441323474373,0.0800130804037093,21:00
6.066034647380782,0.08349668781036239,21:00
6.246627971287191,0.08689415048722138,21:00
6.4272212951936005,0.09018719939803478,21:00
6.60781461910001,0.09335756651291686,21:00
6.788407943006419,0.09638712871224642,21:00
6.969001266912828,0.09925805835324143,21:00
7.1495945908192375,0.10195297903710634,21:00
7.330187914725646,0.10445512492896478,21:00
7.510781238632055,0.1067485018115372,21:00
7.691374562538464,0.10881804790142634,21:00
7.871967886444874,0.11064979232864934,21:00
8.052561210351284,0.11223100908033297,21:00
8.233154534257693,0.1135503641426294,21:00
8.413747858164102,0.1145980535449077,21:00
8.594341182070512,0.11536593002058307,21:00
8.77493450597692,0.11584761605234965,21:00
8.95552782988333,0.11603860116805823,21:00
9.13612115378974,0.11593632149807191,21:00
9.316714477696149,0.11554021979563699,21:00
9.497307801602558,0.1148517843574934,21:00
9.677901125508967,0.11387456556029132,21:00
9.858494449415376,0.11261416904583427,21:00
10.039087773321786,0.11107822493996822,21:00
10.219681097228193,0.10927633287014754,21:00
10.400274421134602,0.10721998294830719,21:00
10.580867745041012,0.10492245330067075,21:00
10.76146106894742,0.10239868514573984,21:00
10.94205439285383,0.09966513683656252,21:00
11.12264771676024,0.09673961868372434,21:00
11.303241040666649,0.09364111075150465,21:00
11.483834364573058,0.09038956616164211,21:00
11.664427688479467,0.08700570273797203,21:00
11.845021012385876,0.0835107860724371,21:00
12.025614336292286,0.07992640728128146,21:00
12.206207660198695,0.07627425884359583,21:00
12.386800984105104,0.07257591196832947,21:00
12.567394308011513,0.06885259891770601,21:00
12.747987631917923,0.0651250036238709,21:00
12.928580955824332,0.061413063772714306,21:00
13.109174279730741,0.05773578729733044,21:00
13.28976760363715,0.05411108592860624,21:00
13.47036092754356,0.05055562809894357,21:00
13.650954251449969,0.04708471309572174,21:00
13.831547575356378,0.043712167923831494,21:00
14.012140899262786,0.04045026787259969,21:00
14.192734223169195,0.03730968130359322,21:00
14.373327547075604,0.03429943869445335,21:00
14.553920870982013,0.03142692550239102,21:00
14.734514194888423,0.02869789796119578,21:00
14.915107518794832,0.026116520508737823,21:00
15.095700842701241,0.023685423167996107,21:00
15.27629416660765,0.021405776882212613,21:00
15.45688749051406,0.01927738454072814,21:00
15.637480814420469,0.01729878523137551,21:00
15.818074138326878,0.0154673691209422,21:00
15.998667462233287,0.013779500298040167,21:00
16.179260786139697,0.012230644911570023,21:00
16.359854110046104,0.010815501999723013,21:00
16.54044743395251,0.00952813452425729,21:00
16.721040757858923,0.008362098296191042,21:00
16.90163408176533,0.007310566694418477,21:00
17.08222740567174,0.00636644932946942,21:00
17.26282072957815,0.0055225030815160125,21:00
17.44341405348456,0.004771434235340417,21:00
17.624007377390967,0.004105990735982335,21:00
17.804600701297378,0.0035190438882526766,21:00
17.985194025203786,0.003003659113005868,21:00
18.165787349110197,0.0025531556457098863,21:00
18.346380673016604,0.002161155312275543,21:00
